ID_Encuentro (PK);ID_Campeonato (FK);Fecha_Torneo;Partido;ID_EquipoLocal (FK);ID_EquipoVisitante (FK);ID_Locacion (FK);GolesLocal;GolesVisita;Valor Mercado Local;Altura Media Local;Edad Media Local;Valor Mercado Visita;Altura Media Visita;Edad Media Visita;ID_Resultado (FK);Fecha;NombreDia;Apuesta Local;Apuesta Visita;Apuesta Empate
2115;6;23;8;19;10;1;3;0; 66.08;1.76;25.17; 18.75;1.79;27.65;1;2020-03-08;domingo;1.70;5.09;3.57
2116;6;23;9;21;17;16;0;2; 32.33;1.79;25.50; 42.25;1.80;23.77;2;2020-03-08;domingo;1.40;8.19;4.47
2117;6;23;10;34;12;5;2;0; 59.25;1.77;23.03; 49.05;1.79;25.28;1;2020-03-08;domingo;1.57;6.46;3.67
2118;6;23;11;37;38;19;0;3; 22.58;1.79;24.09; 91.25;1.79;23.69;2;2020-03-09;lunes;3.24;2.51;2.81
2119;6;23;12;15;27;8;1;2; 46.98;1.78;24.87; 80.13;1.78;24.53;2;2020-03-09;lunes;2.40;3.25;2.95
2120;7;1;1;37;9;19;1;1; 13.98;1.80;24.65; 110.28;1.80;23.56;3;2021-07-16;viernes;3.19;2.42;2.96
2121;7;1;2;33;15;7;0;3; 11.23;1.80;26.08; 47.68;1.80;24.61;2;2021-07-16;viernes;3.59;2.25;2.93
2122;7;1;3;1;24;10;0;2; 13.68;1.79;26.36; 10.30;1.80;26.35;2;2021-07-17;sábado;2.56;2.97;2.98
2123;7;1;4;20;5;9;4;2; 54.73;1.78;23.23; 17.68;1.79;25.61;1;2021-07-17;sábado;2.15;3.36;3.32
2124;7;1;5;21;34;16;3;2; 27.63;1.79;24.25; 48.58;1.78;22.93;1;2021-07-17;sábado;3.26;2.33;3.06
2125;7;1;6;16;25;8;2;2; 18.40;1.78;24.43; 13.15;1.78;26.08;3;2021-07-17;sábado;2.15;3.56;3.15
2126;7;1;7;38;27;4;0;0; 77.93;1.80;24.23; 50.73;1.78;25.86;3;2021-07-17;sábado;2.85;2.65;2.98
2127;7;1;8;18;14;4;2;1; 26.53;1.79;24.78; 45.08;1.77;23.74;1;2021-07-18;domingo;2.70;2.85;2.94
2128;7;1;9;3;30;21;1;1; 12.45;1.82;25.27; 52.35;1.79;25.12;3;2021-07-18;domingo;3.08;2.43;3.05
2129;7;1;10;28;12;4;1;2; 136.28;1.79;25.95; 42.18;1.79;24.94;2;2021-07-18;domingo;1.66;5.15;3.84
2130;7;1;11;19;2;1;0;0; 53.68;1.77;24.46; 35.81;1.78;24.93;3;2021-07-18;domingo;1.65;6.47;3.44
2131;7;1;12;10;6;20;1;1; 13.65;1.79;26.49; 35.93;1.79;22.88;3;2021-07-19;lunes;2.64;2.93;2.96
2132;7;1;13;17;29;11;2;1; 19.38;1.80;23.91; 21.83;1.79;24.16;1;2021-07-19;lunes;2.40;2.93;3.32
2133;7;2;1;5;18;23;1;0; 17.68;1.79;25.61; 26.53;1.79;24.78;1;2021-07-23;viernes;2.37;3.11;3.17
2134;7;2;2;25;1;17;0;1; 13.15;1.78;26.08; 13.68;1.79;26.36;2;2021-07-23;viernes;2.56;2.92;3.07
2135;7;2;3;12;20;19;1;4; 42.18;1.79;24.94; 54.73;1.78;23.23;2;2021-07-24;sábado;2.15;3.36;3.37
2136;7;2;4;30;10;4;1;0; 52.35;1.79;25.12; 13.65;1.79;26.49;1;2021-07-24;sábado;2.49;3.06;3.03
2137;7;2;5;27;16;1;0;0; 50.73;1.78;25.86; 18.40;1.78;24.43;3;2021-07-24;sábado;2.22;3.63;2.98
2138;7;2;6;6;9;3;0;0; 35.93;1.79;22.88; 110.28;1.80;23.56;3;2021-07-24;sábado;1.63;5.79;3.56
2139;7;2;7;14;17;6;1;2; 45.08;1.77;23.74; 19.38;1.80;23.91;2;2021-07-25;domingo;1.96;3.97;3.36
2140;7;2;8;24;33;13;2;0; 10.30;1.80;26.35; 11.23;1.80;26.08;1;2021-07-25;domingo;2.11;3.70;3.18
2141;7;2;9;29;38;16;1;0; 21.83;1.79;24.16; 77.93;1.80;24.23;1;2021-07-25;domingo;3.24;2.25;3.22
2142;7;2;10;28;37;4;4;0; 136.28;1.79;25.95; 13.98;1.80;24.65;1;2021-07-25;domingo;1.36;8.53;4.67
2143;7;2;11;15;19;8;0;1; 47.68;1.80;24.61; 53.68;1.77;24.46;2;2021-07-25;domingo;2.63;2.92;2.96
2144;7;2;12;34;3;5;2;0; 48.58;1.78;22.93; 12.45;1.82;25.27;1;2021-07-26;lunes;1.60;5.87;3.79
2145;7;2;13;2;21;4;1;0; 35.81;1.78;24.93; 27.63;1.79;24.25;1;2021-07-26;lunes;2.20;3.67;3.00
2146;7;3;1;18;12;4;1;1; 26.53;1.79;24.78; 42.18;1.79;24.94;3;2021-07-27;martes;3.19;2.33;3.16
2147;7;3;2;1;27;10;0;2; 13.68;1.79;26.36; 50.73;1.78;25.86;2;2021-07-27;martes;3.66;2.15;3.11
2148;7;3;3;9;30;4;0;2; 110.28;1.80;23.56; 52.35;1.79;25.12;2;2021-07-27;martes;3.46;2.27;2.96
2149;7;3;4;37;6;19;0;1; 13.98;1.80;24.65; 35.93;1.79;22.88;2;2021-07-28;miércoles;2.41;3.38;2.90
2150;7;3;5;17;5;11;1;2; 19.38;1.80;23.91; 17.68;1.79;25.61;2;2021-07-28;miércoles;2.67;2.67;3.22
2151;7;3;6;38;14;4;0;0; 77.93;1.80;24.23; 45.08;1.77;23.74;3;2021-07-28;miércoles;2.19;3.61;3.08
2152;7;3;7;33;25;7;1;0; 11.23;1.80;26.08; 13.15;1.78;26.08;1;2021-07-28;miércoles;2.77;2.81;2.90
2153;7;3;8;19;24;1;2;0; 53.68;1.77;24.46; 10.30;1.80;26.35;1;2021-07-28;miércoles;1.91;4.42;3.25
2154;7;3;9;20;28;9;0;3; 54.73;1.78;23.23; 136.28;1.79;25.95;2;2021-07-28;miércoles;5.38;1.54;4.46
2155;7;3;10;10;34;20;2;1; 13.65;1.79;26.49; 48.58;1.78;22.93;1;2021-07-29;jueves;2.98;2.52;3.06
2156;7;3;11;3;2;21;1;0; 12.45;1.82;25.27; 35.81;1.78;24.93;1;2021-07-29;jueves;3.67;2.22;2.99
2157;7;3;12;16;29;8;1;0; 18.40;1.78;24.43; 21.83;1.79;24.16;1;2021-07-29;jueves;2.52;3.01;3.04
2158;7;3;13;21;15;16;4;2; 27.63;1.79;24.25; 47.68;1.80;24.61;1;2021-07-29;jueves;3.38;2.35;2.95
2159;7;4;1;12;17;19;1;0; 42.18;1.79;24.94; 19.38;1.80;23.91;1;2021-07-31;sábado;1.78;4.46;3.71
2160;7;4;2;20;37;9;1;1; 54.73;1.78;23.23; 13.98;1.80;24.65;3;2021-07-31;sábado;2.09;3.61;3.32
2161;7;4;3;27;33;1;1;0; 50.73;1.78;25.86; 11.23;1.80;26.08;1;2021-07-31;sábado;1.70;5.50;3.51
2162;7;4;4;25;19;17;1;1; 13.15;1.78;26.08; 53.68;1.77;24.46;3;2021-07-31;sábado;4.15;1.99;3.17
2163;7;4;5;14;16;6;3;2; 45.08;1.77;23.74; 18.40;1.78;24.43;1;2021-08-01;domingo;2.35;3.43;2.96
2164;7;4;6;34;9;5;0;0; 48.58;1.78;22.93; 110.28;1.80;23.56;3;2021-08-01;domingo;3.40;2.45;2.83
2165;7;4;7;28;18;4;1;1; 136.28;1.79;25.95; 26.53;1.79;24.78;3;2021-08-01;domingo;1.45;7.30;4.27
2166;7;4;8;30;6;4;1;1; 52.35;1.79;25.12; 35.93;1.79;22.88;3;2021-08-01;domingo;2.79;2.77;2.96
2167;7;4;9;24;21;13;0;0; 10.30;1.80;26.35; 27.63;1.79;24.25;3;2021-08-02;lunes;2.53;3.09;2.96
2168;7;4;10;2;10;4;1;1; 35.81;1.78;24.93; 13.65;1.79;26.49;3;2021-08-02;lunes;2.08;4.05;3.02
2169;7;4;11;15;3;8;4;0; 47.68;1.80;24.61; 12.45;1.82;25.27;1;2021-08-02;lunes;1.73;5.23;3.47
2170;7;4;12;29;1;16;1;2; 21.83;1.79;24.16; 13.68;1.79;26.36;2;2021-08-02;lunes;2.13;3.43;3.36
2171;7;4;13;5;38;23;0;0; 17.68;1.79;25.61; 77.93;1.80;24.23;3;2021-08-02;lunes;3.12;2.36;3.19
2172;7;5;1;33;29;7;1;0; 11.23;1.80;26.08; 21.83;1.79;24.16;1;2021-08-06;viernes;2.66;2.87;2.98
2173;7;5;2;21;25;16;1;0; 27.63;1.79;24.25; 13.15;1.78;26.08;1;2021-08-06;viernes;1.84;4.70;3.35
2174;7;5;3;6;34;3;0;1; 35.93;1.79;22.88; 48.58;1.78;22.93;2;2021-08-07;sábado;2.76;2.82;2.94
2175;7;5;4;37;30;19;4;0; 13.98;1.80;24.65; 52.35;1.79;25.12;1;2021-08-07;sábado;2.48;3.11;3.01
2176;7;5;5;18;20;4;0;1; 26.53;1.79;24.78; 54.73;1.78;23.23;2;2021-08-07;sábado;2.84;2.58;3.14
2177;7;5;6;17;28;11;2;1; 19.38;1.80;23.91; 136.28;1.79;25.95;1;2021-08-07;sábado;4.91;1.67;3.86
2178;7;5;7;16;5;8;1;0; 18.40;1.78;24.43; 17.68;1.79;25.61;1;2021-08-08;domingo;2.44;2.96;3.25
2179;7;5;8;38;12;4;0;1; 77.93;1.80;24.23; 42.18;1.79;24.94;2;2021-08-08;domingo;2.19;3.70;3.04
2180;7;5;9;9;2;4;1;1; 110.28;1.80;23.56; 35.81;1.78;24.93;3;2021-08-08;domingo;2.14;4.20;2.85
2181;7;5;10;19;27;1;1;0; 53.68;1.77;24.46; 50.73;1.78;25.86;1;2021-08-08;domingo;2.37;3.41;2.95
2182;7;5;11;3;24;21;2;2; 12.45;1.82;25.27; 10.30;1.80;26.35;3;2021-08-09;lunes;2.98;2.56;3.02
2183;7;5;12;1;14;10;1;0; 13.68;1.79;26.36; 45.08;1.77;23.74;1;2021-08-09;lunes;2.91;2.57;3.08
2184;7;5;13;10;15;20;1;2; 13.65;1.79;26.49; 47.68;1.80;24.61;2;2021-08-09;lunes;3.59;2.19;3.10
2185;7;6;1;12;16;19;1;0; 42.18;1.79;24.94; 18.40;1.78;24.43;1;2021-08-13;viernes;1.85;4.72;3.29
2186;7;6;2;18;37;4;0;0; 26.53;1.79;24.78; 13.98;1.80;24.65;3;2021-08-13;viernes;2.71;2.94;2.88
2187;7;6;3;5;1;23;2;2; 17.68;1.79;25.61; 13.68;1.79;26.36;3;2021-08-14;sábado;1.88;4.19;3.55
2188;7;6;4;2;6;4;2;0; 35.81;1.78;24.93; 35.93;1.79;22.88;1;2021-08-14;sábado;2.26;3.57;2.98
2189;7;6;5;28;38;4;2;0; 136.28;1.79;25.95; 77.93;1.80;24.23;1;2021-08-14;sábado;1.78;4.59;3.56
2190;7;6;6;29;19;16;1;2; 21.83;1.79;24.16; 53.68;1.77;24.46;2;2021-08-14;sábado;4.49;1.82;3.46
2191;7;6;7;24;10;13;1;0; 10.30;1.80;26.35; 13.65;1.79;26.49;1;2021-08-15;domingo;2.34;3.37;2.99
2192;7;6;8;25;3;17;2;1; 13.15;1.78;26.08; 12.45;1.82;25.27;1;2021-08-15;domingo;2.52;3.09;2.99
2193;7;6;9;15;9;8;1;0; 47.68;1.80;24.61; 110.28;1.80;23.56;1;2021-08-15;domingo;3.30;2.46;2.91
2194;7;6;10;27;21;1;2;0; 50.73;1.78;25.86; 27.63;1.79;24.25;1;2021-08-15;domingo;2.00;4.03;3.26
2195;7;6;11;34;30;5;2;0; 48.58;1.78;22.93; 52.35;1.79;25.12;1;2021-08-16;lunes;1.93;4.22;3.31
2196;7;6;12;14;33;6;4;2; 45.08;1.77;23.74; 11.23;1.80;26.08;1;2021-08-16;lunes;2.02;4.06;3.13
2197;7;6;13;20;17;9;3;1; 54.73;1.78;23.23; 19.38;1.80;23.91;1;2021-08-16;lunes;1.86;3.81;3.82
2198;7;7;1;1;12;10;3;0; 13.68;1.79;26.36; 42.18;1.79;24.94;1;2021-08-20;viernes;3.61;2.15;3.14
2199;7;7;2;33;5;7;3;0; 11.23;1.80;26.08; 17.68;1.79;25.61;1;2021-08-20;viernes;2.94;2.54;3.09
2200;7;7;3;6;15;3;1;1; 35.93;1.79;22.88; 47.68;1.80;24.61;3;2021-08-20;viernes;3.38;2.32;3.01
2201;7;7;4;19;14;1;0;0; 53.68;1.77;24.46; 45.08;1.77;23.74;3;2021-08-20;viernes;1.95;3.97;3.36
2202;7;7;5;10;25;20;2;2; 13.65;1.79;26.49; 13.15;1.78;26.08;3;2021-08-21;sábado;2.37;3.43;3.17
2203;7;7;6;17;18;11;1;1; 19.38;1.80;23.91; 26.53;1.79;24.78;3;2021-08-21;sábado;2.24;3.30;3.24
2204;7;7;7;38;20;4;5;1; 77.93;1.80;24.23; 54.73;1.78;23.23;1;2021-08-21;sábado;2.14;3.53;3.25
2205;7;7;8;3;27;21;0;3; 12.45;1.82;25.27; 50.73;1.78;25.86;2;2021-08-21;sábado;4.21;1.97;3.20
2206;7;7;9;9;24;4;1;0; 110.28;1.80;23.56; 10.30;1.80;26.35;1;2021-08-21;sábado;1.73;5.47;3.34
2207;7;7;10;37;34;19;1;2; 13.98;1.80;24.65; 48.58;1.78;22.93;2;2021-08-22;domingo;2.87;2.65;2.99
2208;7;7;11;21;29;16;1;1; 27.63;1.79;24.25; 21.83;1.79;24.16;3;2021-08-22;domingo;2.22;3.30;3.26
2209;7;7;12;30;2;4;0;1; 52.35;1.79;25.12; 35.81;1.78;24.93;2;2021-08-22;domingo;4.01;2.04;3.13
2210;7;7;13;16;28;8;1;1; 18.40;1.78;24.43; 136.28;1.79;25.95;3;2021-08-22;domingo;5.28;1.66;3.71
2211;7;8;1;24;6;13;1;1; 10.30;1.80;26.35; 35.93;1.79;22.88;3;2021-08-24;martes;3.19;2.47;2.92
2212;7;8;2;12;33;19;1;1; 42.18;1.79;24.94; 11.23;1.80;26.08;3;2021-08-24;martes;1.67;5.40;3.67
2213;7;8;3;5;19;23;2;0; 17.68;1.79;25.61; 53.68;1.77;24.46;1;2021-08-24;martes;2.90;2.59;3.05
2214;7;8;4;27;10;1;0;0; 50.73;1.78;25.86; 13.65;1.79;26.49;3;2021-08-24;martes;1.86;4.44;3.33
2215;7;8;5;29;3;16;4;0; 21.83;1.79;24.16; 12.45;1.82;25.27;1;2021-08-25;miércoles;2.04;3.63;3.43
2216;7;8;6;14;21;6;2;0; 45.08;1.77;23.74; 27.63;1.79;24.25;1;2021-08-25;miércoles;1.98;3.92;3.37
2217;7;8;7;20;16;9;2;0; 54.73;1.78;23.23; 18.40;1.78;24.43;1;2021-08-25;miércoles;1.93;3.77;3.63
2218;7;8;8;18;38;4;1;1; 26.53;1.79;24.78; 77.93;1.80;24.23;3;2021-08-25;miércoles;3.50;2.25;3.07
2219;7;8;9;25;9;17;1;3; 13.15;1.78;26.08; 110.28;1.80;23.56;2;2021-08-25;miércoles;3.81;2.21;2.90
2220;7;8;10;17;37;11;1;2; 19.38;1.80;23.91; 13.98;1.80;24.65;2;2021-08-26;jueves;2.71;2.66;3.19
2221;7;8;11;2;34;4;1;2; 35.81;1.78;24.93; 48.58;1.78;22.93;2;2021-08-26;jueves;2.20;3.65;3.01
2222;7;8;12;15;30;8;2;0; 47.68;1.80;24.61; 52.35;1.79;25.12;1;2021-08-26;jueves;1.80;4.59;3.48
2223;7;8;13;28;1;4;2;0; 136.28;1.79;25.95; 13.68;1.79;26.36;1;2021-08-26;jueves;1.31;9.42;5.38
2224;7;9;1;16;18;8;0;0; 18.40;1.78;24.43; 26.53;1.79;24.78;3;2021-08-28;sábado;2.42;3.19;2.99
2225;7;9;2;6;25;3;2;4; 35.93;1.79;22.88; 13.15;1.78;26.08;2;2021-08-28;sábado;1.89;4.40;3.34
2226;7;9;3;19;12;1;3;0; 53.68;1.77;24.46; 42.18;1.79;24.94;1;2021-08-28;sábado;2.10;3.84;3.11
2227;7;9;4;3;14;21;0;0; 12.45;1.82;25.27; 45.08;1.77;23.74;3;2021-08-29;domingo;3.64;2.09;3.26
2228;7;9;5;1;20;10;2;3; 13.68;1.79;26.36; 54.73;1.78;23.23;2;2021-08-29;domingo;3.00;2.35;3.34
2229;7;9;6;10;29;20;2;4; 13.65;1.79;26.49; 21.83;1.79;24.16;2;2021-08-29;domingo;2.34;3.13;3.21
2230;7;9;7;38;17;4;3;0; 77.93;1.80;24.23; 19.38;1.80;23.91;1;2021-08-29;domingo;1.54;5.85;4.22
2231;7;9;8;9;27;4;0;0; 110.28;1.80;23.56; 50.73;1.78;25.86;3;2021-08-29;domingo;2.03;4.22;3.05
2232;7;9;9;37;2;19;1;0; 13.98;1.80;24.65; 35.81;1.78;24.93;1;2021-08-30;lunes;2.66;3.02;2.85
2233;7;9;10;21;5;16;1;2; 27.63;1.79;24.25; 17.68;1.79;25.61;2;2021-08-30;lunes;2.09;3.43;3.45
2234;7;9;11;30;24;4;3;0; 52.35;1.79;25.12; 10.30;1.80;26.35;1;2021-08-30;lunes;2.90;2.62;2.99
2235;7;9;12;33;28;7;1;2; 11.23;1.80;26.08; 136.28;1.79;25.95;2;2021-08-30;lunes;3.94;1.92;3.48
2236;7;9;13;34;15;5;2;0; 48.58;1.78;22.93; 47.68;1.80;24.61;1;2021-08-30;lunes;2.27;3.47;3.00
2237;7;10;1;14;10;6;1;1; 45.08;1.77;23.74; 13.65;1.79;26.49;3;2021-09-03;viernes;1.96;4.09;3.32
2238;7;10;2;18;1;4;2;0; 26.53;1.79;24.78; 13.68;1.79;26.36;1;2021-09-03;viernes;2.35;3.21;3.09
2239;7;10;3;5;3;23;0;0; 17.68;1.79;25.61; 12.45;1.82;25.27;3;2021-09-04;sábado;1.65;5.15;3.85
2240;7;10;4;20;33;9;1;1; 54.73;1.78;23.23; 11.23;1.80;26.08;3;2021-09-04;sábado;1.85;4.18;3.57
2241;7;10;5;12;21;19;1;1; 42.18;1.79;24.94; 27.63;1.79;24.25;3;2021-09-04;sábado;2.20;3.31;3.32
2242;7;10;6;25;30;17;1;1; 13.15;1.78;26.08; 52.35;1.79;25.12;3;2021-09-04;sábado;2.48;2.89;3.17
2243;7;10;7;29;9;16;1;2; 21.83;1.79;24.16; 110.28;1.80;23.56;2;2021-09-04;sábado;3.63;2.17;3.11
2244;7;10;8;17;16;11;4;0; 19.38;1.80;23.91; 18.40;1.78;24.43;1;2021-09-05;domingo;2.38;3.09;3.19
2245;7;10;9;24;34;13;0;0; 10.30;1.80;26.35; 48.58;1.78;22.93;3;2021-09-05;domingo;3.42;2.26;3.07
2246;7;10;10;27;6;1;0;0; 50.73;1.78;25.86; 35.93;1.79;22.88;3;2021-09-05;domingo;2.43;3.10;3.06
2247;7;10;11;28;19;4;1;1; 136.28;1.79;25.95; 53.68;1.77;24.46;3;2021-09-05;domingo;2.23;3.41;3.12
2248;7;10;12;15;2;8;1;1; 47.68;1.80;24.61; 35.81;1.78;24.93;3;2021-09-06;lunes;2.41;3.32;2.91
2249;7;10;13;38;37;4;4;0; 77.93;1.80;24.23; 13.98;1.80;24.65;1;2021-09-06;lunes;1.89;4.14;3.40
2250;7;11;1;33;18;7;0;0; 11.23;1.80;26.08; 26.53;1.79;24.78;3;2021-09-13;lunes;2.89;2.62;3.02
2251;7;11;2;1;17;10;1;4; 13.68;1.79;26.36; 19.38;1.80;23.91;2;2021-09-13;lunes;2.82;2.44;3.42
2252;7;11;3;19;20;1;0;1; 53.68;1.77;24.46; 54.73;1.78;23.23;2;2021-09-13;lunes;1.95;3.91;3.45
2253;7;11;4;30;27;4;1;1; 52.35;1.79;25.12; 50.73;1.78;25.86;3;2021-09-13;lunes;3.49;2.29;2.97
2254;7;11;5;16;38;8;0;0; 18.40;1.78;24.43; 77.93;1.80;24.23;3;2021-09-13;lunes;4.20;1.92;3.31
2255;7;11;6;34;25;5;2;1; 48.58;1.78;22.93; 13.15;1.78;26.08;1;2021-09-14;martes;1.71;5.22;3.55
2256;7;11;7;3;12;21;0;0; 12.45;1.82;25.27; 42.18;1.79;24.94;3;2021-09-14;martes;3.61;2.06;3.37
2257;7;11;8;10;5;20;2;0; 13.65;1.79;26.49; 17.68;1.79;25.61;1;2021-09-14;martes;2.53;2.90;3.14
2258;7;11;9;9;14;4;0;0; 110.28;1.80;23.56; 45.08;1.77;23.74;3;2021-09-14;martes;1.81;5.22;3.19
2259;7;11;10;37;15;19;0;2; 13.98;1.80;24.65; 47.68;1.80;24.61;2;2021-09-15;miércoles;3.53;2.20;3.12
2260;7;11;11;2;24;4;1;1; 35.81;1.78;24.93; 10.30;1.80;26.35;3;2021-09-15;miércoles;2.02;4.27;3.04
2261;7;11;12;6;29;3;1;2; 35.93;1.79;22.88; 21.83;1.79;24.16;2;2021-09-15;miércoles;2.33;3.09;3.28
2262;7;11;13;21;28;16;1;4; 27.63;1.79;24.25; 136.28;1.79;25.95;2;2021-09-15;miércoles;5.53;1.58;4.06
2263;7;12;1;17;33;11;1;1; 19.38;1.80;23.91; 11.23;1.80;26.08;3;2021-09-18;sábado;1.99;3.76;3.40
2264;7;12;2;38;1;4;3;2; 77.93;1.80;24.23; 13.68;1.79;26.36;1;2021-09-18;sábado;1.43;7.60;4.42
2265;7;12;3;27;34;1;1;2; 50.73;1.78;25.86; 48.58;1.78;22.93;2;2021-09-18;sábado;2.78;2.78;2.93
2266;7;12;4;5;9;23;1;2; 17.68;1.79;25.61; 110.28;1.80;23.56;2;2021-09-18;sábado;3.44;2.31;2.96
2267;7;12;5;24;15;13;1;2; 10.30;1.80;26.35; 47.68;1.80;24.61;2;2021-09-19;domingo;3.96;2.06;3.12
2268;7;12;6;25;2;17;0;0; 13.15;1.78;26.08; 35.81;1.78;24.93;3;2021-09-19;domingo;4.01;2.03;3.14
2269;7;12;7;12;10;19;1;0; 42.18;1.79;24.94; 13.65;1.79;26.49;1;2021-09-19;domingo;2.12;3.63;3.19
2270;7;12;8;18;19;4;0;1; 26.53;1.79;24.78; 53.68;1.77;24.46;2;2021-09-19;domingo;3.51;2.31;2.93
2271;7;12;9;28;3;4;1;0; 136.28;1.79;25.95; 12.45;1.82;25.27;1;2021-09-19;domingo;1.26;11.48;5.59
2272;7;12;10;16;37;8;1;0; 18.40;1.78;24.43; 13.98;1.80;24.65;1;2021-09-20;lunes;2.68;2.94;2.86
2273;7;12;11;20;21;9;1;2; 54.73;1.78;23.23; 27.63;1.79;24.25;2;2021-09-20;lunes;2.18;3.25;3.39
2274;7;12;12;29;30;16;1;0; 21.83;1.79;24.16; 52.35;1.79;25.12;1;2021-09-20;lunes;2.16;3.24;3.47
2275;7;12;13;14;6;6;0;0; 45.08;1.77;23.74; 35.93;1.79;22.88;3;2021-09-20;lunes;2.28;3.34;3.09
2276;7;13;1;33;38;7;0;1; 11.23;1.80;26.08; 77.93;1.80;24.23;2;2021-09-24;viernes;4.14;1.93;3.30
2277;7;13;2;15;25;8;1;1; 47.68;1.80;24.61; 13.15;1.78;26.08;3;2021-09-24;viernes;1.83;4.53;3.34
2278;7;13;3;1;16;10;1;3; 13.68;1.79;26.36; 18.40;1.78;24.43;2;2021-09-25;sábado;2.88;2.54;3.15
2279;7;13;4;3;20;21;1;0; 12.45;1.82;25.27; 54.73;1.78;23.23;1;2021-09-25;sábado;3.87;1.95;3.45
2280;7;13;5;34;29;5;4;1; 48.58;1.78;22.93; 21.83;1.79;24.16;1;2021-09-25;sábado;1.69;4.78;3.88
2281;7;13;6;6;5;3;2;0; 35.93;1.79;22.88; 17.68;1.79;25.61;1;2021-09-25;sábado;2.06;3.72;3.26
2282;7;13;7;10;28;20;1;3; 13.65;1.79;26.49; 136.28;1.79;25.95;2;2021-09-25;sábado;5.22;1.61;4.05
2283;7;13;8;37;24;19;2;0; 13.98;1.80;24.65; 10.30;1.80;26.35;1;2021-09-26;domingo;2.39;3.29;2.96
2284;7;13;9;30;14;4;2;1; 52.35;1.79;25.12; 45.08;1.77;23.74;1;2021-09-26;domingo;2.93;2.61;2.96
2285;7;13;10;19;17;1;1;4; 53.68;1.77;24.46; 19.38;1.80;23.91;2;2021-09-26;domingo;1.91;4.08;3.41
2286;7;13;11;9;12;4;1;0; 110.28;1.80;23.56; 42.18;1.79;24.94;1;2021-09-26;domingo;1.76;5.60;3.18
2287;7;13;12;2;27;4;2;0; 35.81;1.78;24.93; 50.73;1.78;25.86;1;2021-09-27;lunes;2.34;3.58;2.81
2288;7;13;13;21;18;16;0;1; 27.63;1.79;24.25; 26.53;1.79;24.78;2;2021-09-27;lunes;2.70;2.76;3.03
2289;7;14;1;1;37;10;1;2; 13.68;1.79;26.36; 13.98;1.80;24.65;2;2021-10-01;viernes;2.82;2.61;3.09
2290;7;14;2;20;10;9;2;1; 54.73;1.78;23.23; 13.65;1.79;26.49;1;2021-10-01;viernes;1.98;3.76;3.43
2291;7;14;3;25;24;17;0;0; 13.15;1.78;26.08; 10.30;1.80;26.35;3;2021-10-02;sábado;2.60;2.94;2.98
2292;7;14;4;17;21;11;2;2; 19.38;1.80;23.91; 27.63;1.79;24.25;3;2021-10-02;sábado;1.98;3.65;3.56
2293;7;14;5;18;3;4;1;0; 26.53;1.79;24.78; 12.45;1.82;25.27;1;2021-10-02;sábado;1.88;4.53;3.24
2294;7;14;6;5;30;23;0;0; 17.68;1.79;25.61; 52.35;1.79;25.12;3;2021-10-02;sábado;2.14;3.45;3.28
2295;7;14;7;38;19;4;3;3; 77.93;1.80;24.23; 53.68;1.77;24.46;3;2021-10-02;sábado;2.04;3.92;3.18
2296;7;14;8;16;33;8;0;1; 18.40;1.78;24.43; 11.23;1.80;26.08;2;2021-10-03;domingo;2.01;4.05;3.17
2297;7;14;9;29;2;16;0;1; 21.83;1.79;24.16; 35.81;1.78;24.93;2;2021-10-03;domingo;3.22;2.25;3.28
2298;7;14;10;28;9;4;2;1; 136.28;1.79;25.95; 110.28;1.80;23.56;1;2021-10-03;domingo;2.28;3.37;3.06
2299;7;14;11;27;15;1;1;1; 50.73;1.78;25.86; 47.68;1.80;24.61;3;2021-10-03;domingo;2.89;2.72;2.88
2300;7;14;12;14;34;6;3;0; 45.08;1.77;23.74; 48.58;1.78;22.93;1;2021-10-04;lunes;2.77;2.79;2.91
2301;7;14;13;12;6;19;0;0; 42.18;1.79;24.94; 35.93;1.79;22.88;3;2021-10-04;lunes;2.25;3.51;3.01
2302;7;15;1;37;25;19;1;2; 13.98;1.80;24.65; 13.15;1.78;26.08;2;2021-10-08;viernes;2.00;4.23;3.11
2303;7;15;2;10;18;20;1;2; 13.65;1.79;26.49; 26.53;1.79;24.78;2;2021-10-08;viernes;2.35;3.35;2.99
2304;7;15;3;15;29;8;2;2; 47.68;1.80;24.61; 21.83;1.79;24.16;3;2021-10-08;viernes;1.64;5.06;3.95
2305;7;15;4;21;38;16;1;2; 27.63;1.79;24.25; 77.93;1.80;24.23;2;2021-10-08;viernes;3.82;1.91;3.59
2306;7;15;5;33;1;7;3;0; 11.23;1.80;26.08; 13.68;1.79;26.36;1;2021-10-09;sábado;2.21;3.42;3.18
2307;7;15;6;2;14;4;0;2; 35.81;1.78;24.93; 45.08;1.77;23.74;2;2021-10-09;sábado;2.47;3.16;2.98
2308;7;15;7;24;27;13;1;2; 10.30;1.80;26.35; 50.73;1.78;25.86;2;2021-10-09;sábado;2.23;3.60;3.01
2309;7;15;8;6;28;3;0;1; 35.93;1.79;22.88; 136.28;1.79;25.95;2;2021-10-09;sábado;2.52;2.92;3.13
2310;7;15;9;9;20;4;4;2; 110.28;1.80;23.56; 54.73;1.78;23.23;1;2021-10-09;sábado;1.75;4.98;3.49
2311;7;15;10;3;17;21;0;0; 12.45;1.82;25.27; 19.38;1.80;23.91;3;2021-10-11;lunes;3.10;2.28;3.33
