ID_Encuentro (PK);ID_Campeonato (FK);Fecha_Torneo;Partido;ID_EquipoLocal (FK);ID_EquipoVisitante (FK);ID_Locacion (FK);GolesLocal;GolesVisita;Valor Mercado Local;Altura Media Local;Edad Media Local;Valor Mercado Visita;Altura Media Visita;Edad Media Visita;ID_Resultado (FK);Fecha;NombreDia;Apuesta Local;Apuesta Visita;Apuesta Empate
806;3;8;11;21;30;16;2;2; 28.08;1.79;25.83; 61.58;1.78;25.82;3;2016-10-30;domingo;1.94;4.18;3.16
807;3;8;12;4;12;15;0;2; 11.85;1.80;23.74; 23.90;1.79;27.09;2;2016-10-30;domingo;2.15;3.72;2.99
808;3;8;13;3;28;21;2;2; 14.25;1.78;26.21; 98.75;1.78;25.52;3;2016-10-30;domingo;5.21;1.72;3.42
809;3;8;14;14;31;6;0;0; 25.75;1.79;24.89; 11.95;1.77;27.47;3;2016-10-31;lunes;1.82;4.62;3.30
810;3;8;15;37;33;19;1;0; 20.53;1.80;24.76; 17.20;1.80;25.72;1;2016-10-31;lunes;2.07;3.97;3.01
811;3;9;1;35;23;22;0;0; 13.35;1.79;26.30; 14.93;1.80;26.73;3;2016-11-04;viernes;2.43;3.25;2.88
812;3;9;2;26;17;14;1;0; 9.80;1.82;25.44; 23.35;1.81;24.40;1;2016-11-05;sábado;2.52;3.00;3.00
813;3;9;3;28;15;4;1;1; 98.75;1.78;25.52; 49.48;1.79;25.33;3;2016-11-05;sábado;2.24;3.46;3.06
814;3;9;4;33;20;7;1;2; 17.20;1.80;25.72; 42.70;1.80;26.00;2;2016-11-05;sábado;3.96;2.10;2.96
815;3;9;5;12;3;19;1;0; 23.90;1.79;27.09; 14.25;1.78;26.21;1;2016-11-05;sábado;1.94;4.37;3.14
816;3;9;6;27;21;1;2;1; 66.53;1.79;25.66; 28.08;1.79;25.83;1;2016-11-05;sábado;1.70;5.41;3.44
817;3;9;7;31;38;18;2;0; 11.95;1.77;27.47; 33.00;1.79;24.96;1;2016-11-05;sábado;1.95;4.25;3.17
818;3;9;8;6;4;3;1;1; 20.03;1.79;25.49; 11.85;1.80;23.74;3;2016-11-06;domingo;1.95;4.19;3.20
819;3;9;9;30;18;4;2;0; 61.58;1.78;25.82; 27.58;1.79;26.33;1;2016-11-06;domingo;1.64;5.95;3.53
820;3;9;10;36;8;24;2;1; 19.30;1.79;26.63; 21.53;1.81;25.91;1;2016-11-06;domingo;2.09;3.90;3.05
821;3;9;11;34;24;5;1;0; 23.35;1.78;25.29; 8.38;1.81;27.91;1;2016-11-06;domingo;1.97;4.32;3.07
822;3;9;12;29;19;16;0;0; 49.08;1.79;25.41; 51.55;1.79;26.09;3;2016-11-06;domingo;2.32;3.36;2.97
823;3;9;13;16;9;8;0;3; 23.88;1.79;26.21; 98.88;1.79;24.67;2;2016-11-06;domingo;3.65;2.20;2.98
824;3;9;14;1;14;10;0;0; 11.33;1.80;27.51; 25.75;1.79;24.89;3;2016-11-07;lunes;2.92;2.61;2.95
825;3;9;15;5;37;23;1;1; 23.73;1.80;26.17; 20.53;1.80;24.76;3;2016-11-08;martes;1.95;4.24;3.17
826;3;10;1;38;14;4;2;1; 33.00;1.79;24.96; 25.75;1.79;24.89;1;2016-11-13;domingo;2.98;2.55;2.94
827;3;10;2;3;6;21;1;3; 14.25;1.78;26.21; 20.03;1.79;25.49;2;2016-11-18;viernes;2.95;2.58;2.94
828;3;10;3;15;12;8;1;0; 49.48;1.79;25.33; 23.90;1.79;27.09;1;2016-11-19;sábado;1.59;6.54;3.52
829;3;10;4;37;35;19;2;1; 20.53;1.80;24.76; 13.35;1.79;26.30;1;2016-11-19;sábado;2.00;4.19;3.05
830;3;10;5;17;36;11;2;1; 23.35;1.81;24.40; 19.30;1.79;26.63;1;2016-11-19;sábado;2.31;3.20;3.11
831;3;10;6;20;5;9;1;0; 42.70;1.80;26.00; 23.73;1.80;26.17;1;2016-11-19;sábado;1.62;5.83;3.61
832;3;10;7;18;27;4;1;1; 27.58;1.79;26.33; 66.53;1.79;25.66;3;2016-11-19;sábado;3.31;2.26;3.09
833;3;10;8;26;1;14;1;0; 9.80;1.82;25.44; 11.33;1.80;27.51;1;2016-11-20;domingo;2.20;3.53;3.04
834;3;10;9;19;30;1;1;2; 51.55;1.79;26.09; 61.58;1.78;25.82;2;2016-11-20;domingo;1.63;5.76;3.60
835;3;10;10;8;33;5;1;2; 21.53;1.81;25.91; 17.20;1.80;25.72;2;2016-11-20;domingo;1.77;5.17;3.24
836;3;10;11;9;29;4;1;1; 98.88;1.79;24.67; 49.08;1.79;25.41;3;2016-11-20;domingo;1.58;6.15;3.61
837;3;10;12;4;34;15;0;1; 11.85;1.80;23.74; 23.35;1.78;25.29;2;2016-11-20;domingo;2.37;3.26;2.96
838;3;10;13;21;28;16;1;0; 28.08;1.79;25.83; 98.75;1.78;25.52;1;2016-11-20;domingo;2.89;2.58;2.99
839;3;10;14;23;16;2;0;0; 14.93;1.80;26.73; 23.88;1.79;26.21;3;2016-11-21;lunes;2.29;3.55;2.87
840;3;10;15;24;31;13;3;0; 8.38;1.81;27.91; 11.95;1.77;27.47;1;2016-11-21;lunes;2.15;3.62;3.08
841;3;11;1;35;20;22;1;3; 13.35;1.79;26.30; 42.70;1.80;26.00;2;2016-11-25;viernes;4.24;1.97;3.09
842;3;11;2;34;3;5;0;0; 23.35;1.78;25.29; 14.25;1.78;26.21;3;2016-11-25;viernes;1.60;5.94;3.65
843;3;11;3;36;26;24;3;0; 19.30;1.79;26.63; 9.80;1.82;25.44;1;2016-11-26;sábado;1.80;4.71;3.35
844;3;11;4;12;21;19;1;2; 23.90;1.79;27.09; 28.08;1.79;25.83;2;2016-11-26;sábado;2.91;2.65;2.90
845;3;11;5;6;15;3;3;2; 20.03;1.79;25.49; 49.48;1.79;25.33;1;2016-11-26;sábado;3.26;2.36;2.97
846;3;11;6;5;8;23;0;0; 23.73;1.80;26.17; 21.53;1.81;25.91;3;2016-11-26;sábado;1.98;4.26;3.07
847;3;11;7;29;23;16;1;1; 49.08;1.79;25.41; 14.93;1.80;26.73;3;2016-11-26;sábado;2.36;3.39;2.86
848;3;11;8;1;38;10;0;0; 11.33;1.80;27.51; 33.00;1.79;24.96;3;2016-11-27;domingo;2.25;3.51;2.96
849;3;11;9;28;18;4;1;0; 98.75;1.78;25.52; 27.58;1.79;26.33;1;2016-11-27;domingo;1.62;5.58;3.71
850;3;11;10;33;17;7;2;2; 17.20;1.80;25.72; 23.35;1.81;24.40;3;2016-11-27;domingo;2.50;3.06;2.93
851;3;11;11;30;9;4;1;2; 61.58;1.78;25.82; 98.88;1.79;24.67;2;2016-11-27;domingo;2.63;2.82;3.01
852;3;11;12;27;19;1;3;0; 66.53;1.79;25.66; 51.55;1.79;26.09;1;2016-11-27;domingo;2.43;3.18;2.92
853;3;11;13;14;24;6;1;2; 25.75;1.79;24.89; 8.38;1.81;27.91;2;2016-11-28;lunes;1.89;4.38;3.21
854;3;11;14;16;37;8;1;1; 23.88;1.79;26.21; 20.53;1.80;24.76;3;2016-11-28;lunes;2.55;2.98;2.95
855;3;11;15;31;4;18;0;3; 11.95;1.77;27.47; 11.85;1.80;23.74;2;2016-11-28;lunes;2.07;3.78;3.15
856;3;12;1;26;33;14;1;3; 9.80;1.82;25.44; 17.20;1.80;25.72;2;2016-12-02;viernes;2.23;3.50;3.00
857;3;12;2;18;12;4;1;3; 27.58;1.79;26.33; 23.90;1.79;27.09;2;2016-12-03;sábado;2.24;3.47;3.00
858;3;12;3;4;14;15;0;1; 11.85;1.80;23.74; 25.75;1.79;24.89;2;2016-12-03;sábado;2.31;3.28;3.05
859;3;12;4;36;1;24;1;1; 19.30;1.79;26.63; 11.33;1.80;27.51;3;2016-12-03;sábado;1.69;5.25;3.51
860;3;12;5;21;6;16;0;2; 28.08;1.79;25.83; 20.03;1.79;25.49;2;2016-12-03;sábado;1.88;4.50;3.18
861;3;12;6;17;5;11;1;2; 23.35;1.81;24.40; 23.73;1.80;26.17;2;2016-12-03;sábado;2.24;3.34;3.11
862;3;12;7;23;30;2;1;2; 14.93;1.80;26.73; 61.58;1.78;25.82;2;2016-12-03;sábado;3.25;2.34;3.00
863;3;12;8;37;29;19;2;0; 20.53;1.80;24.76; 49.08;1.79;25.41;1;2016-12-04;domingo;2.70;2.75;2.98
864;3;12;9;15;34;8;0;0; 49.48;1.79;25.33; 23.35;1.78;25.29;3;2016-12-04;domingo;1.70;5.50;3.37
865;3;12;10;24;38;13;0;0; 8.38;1.81;27.91; 33.00;1.79;24.96;3;2016-12-04;domingo;2.02;3.92;3.10
866;3;12;11;9;27;4;4;2; 98.88;1.79;24.67; 66.53;1.79;25.66;1;2016-12-04;domingo;1.87;4.33;3.32
867;3;12;12;8;35;5;0;0; 21.53;1.81;25.91; 13.35;1.79;26.30;3;2016-12-04;domingo;1.88;4.66;3.12
868;3;12;13;19;28;1;1;0; 51.55;1.79;26.09; 98.75;1.78;25.52;1;2016-12-04;domingo;2.04;3.86;3.17
869;3;12;14;3;31;21;0;0; 14.25;1.78;26.21; 11.95;1.77;27.47;3;2016-12-05;lunes;2.38;3.06;3.12
870;3;12;15;20;16;9;1;0; 42.70;1.80;26.00; 23.88;1.79;26.21;1;2016-12-05;lunes;1.59;6.55;3.52
871;3;13;1;1;24;10;1;1; 11.33;1.80;27.51; 8.38;1.81;27.91;3;2016-12-09;viernes;2.26;3.38;3.02
872;3;13;2;33;36;7;2;0; 17.20;1.80;25.72; 19.30;1.79;26.63;1;2016-12-09;viernes;2.65;2.79;3.01
873;3;13;3;35;17;22;1;0; 13.35;1.79;26.30; 23.35;1.81;24.40;1;2016-12-09;viernes;2.44;3.09;3.00
874;3;13;4;30;37;4;3;2; 61.58;1.78;25.82; 20.53;1.80;24.76;1;2016-12-10;sábado;1.70;5.08;3.55
875;3;13;5;38;4;4;2;0; 33.00;1.79;24.96; 11.85;1.80;23.74;1;2016-12-10;sábado;2.17;3.58;3.07
876;3;13;6;34;21;5;1;1; 23.35;1.78;25.29; 28.08;1.79;25.83;3;2016-12-10;sábado;2.14;3.70;3.04
877;3;13;7;16;8;8;1;1; 23.88;1.79;26.21; 21.53;1.81;25.91;3;2016-12-10;sábado;2.16;3.77;2.92
878;3;13;8;27;23;1;0;2; 66.53;1.79;25.66; 14.93;1.80;26.73;2;2016-12-10;sábado;1.60;6.37;3.55
879;3;13;9;28;9;4;2;4; 98.75;1.78;25.52; 98.88;1.79;24.67;2;2016-12-11;domingo;2.65;2.86;2.93
880;3;13;10;6;18;3;1;0; 20.03;1.79;25.49; 27.58;1.79;26.33;1;2016-12-11;domingo;1.97;4.03;3.12
881;3;13;11;31;15;18;3;2; 11.95;1.77;27.47; 49.48;1.79;25.33;1;2016-12-11;domingo;3.68;2.14;3.04
882;3;13;12;12;19;19;0;2; 23.90;1.79;27.09; 51.55;1.79;26.09;2;2016-12-11;domingo;3.10;2.46;2.95
883;3;13;13;29;20;16;1;2; 49.08;1.79;25.41; 42.70;1.80;26.00;2;2016-12-11;domingo;3.81;2.10;3.05
884;3;13;14;5;26;23;3;0; 23.73;1.80;26.17; 9.80;1.82;25.44;1;2016-12-11;domingo;1.67;5.56;3.49
885;3;13;15;14;3;6;2;0; 25.75;1.79;24.89; 14.25;1.78;26.21;1;2016-12-12;lunes;1.62;5.91;3.53
886;3;14;1;18;34;4;1;0; 27.58;1.79;26.33; 23.35;1.78;25.29;1;2016-12-16;viernes;2.86;2.67;2.91
887;3;14;2;17;16;11;0;3; 23.35;1.81;24.40; 23.88;1.79;26.21;2;2016-12-16;viernes;2.21;3.51;3.03
888;3;14;3;15;14;8;1;2; 49.48;1.79;25.33; 25.75;1.79;24.89;2;2016-12-17;sábado;1.81;4.86;3.25
889;3;14;4;33;1;7;0;2; 17.20;1.80;25.72; 11.33;1.80;27.51;2;2016-12-17;sábado;2.20;3.56;3.03
890;3;14;5;37;27;19;1;0; 20.53;1.80;24.76; 66.53;1.79;25.66;1;2016-12-17;sábado;2.55;2.83;3.11
891;3;14;6;4;24;15;3;0; 11.85;1.80;23.74; 8.38;1.81;27.91;1;2016-12-17;sábado;2.03;3.85;3.17
892;3;14;7;19;6;1;0;1; 51.55;1.79;26.09; 20.03;1.79;25.49;2;2016-12-17;sábado;1.66;5.66;3.43
893;3;14;8;8;29;5;0;2; 21.53;1.81;25.91; 49.08;1.79;25.41;2;2016-12-18;domingo;2.16;3.73;2.98
894;3;14;9;20;30;9;2;2; 42.70;1.80;26.00; 61.58;1.78;25.82;3;2016-12-18;domingo;2.12;3.61;3.15
895;3;14;10;3;38;21;2;1; 14.25;1.78;26.21; 33.00;1.79;24.96;1;2016-12-18;domingo;2.90;2.59;2.97
896;3;14;11;9;12;4;4;1; 98.88;1.79;24.67; 23.90;1.79;27.09;1;2016-12-18;domingo;1.36;8.46;4.73
897;3;14;12;21;31;16;6;1; 28.08;1.79;25.83; 11.95;1.77;27.47;1;2016-12-18;domingo;1.65;5.39;3.61
898;3;14;13;23;28;2;1;2; 14.93;1.80;26.73; 98.75;1.78;25.52;2;2016-12-18;domingo;2.92;2.54;3.01
899;3;14;14;26;35;14;1;0; 9.80;1.82;25.44; 13.35;1.79;26.30;1;2016-12-19;lunes;2.50;3.11;2.90
900;3;14;15;36;5;24;0;0; 19.30;1.79;26.63; 23.73;1.80;26.17;3;2016-12-19;lunes;2.09;3.53;3.27
901;3;15;1;38;15;4;3;2; 33.00;1.79;24.96; 49.48;1.79;25.33;1;2017-03-09;jueves;3.32;2.30;3.02
902;3;15;2;24;3;13;4;2; 8.38;1.81;27.91; 14.25;1.78;26.21;1;2017-03-10;viernes;2.03;3.87;3.09
903;3;15;3;14;21;6;1;0; 25.75;1.79;24.89; 28.08;1.79;25.83;1;2017-03-11;sábado;2.19;3.46;3.06
904;3;15;4;30;8;4;2;1; 61.58;1.78;25.82; 21.53;1.81;25.91;1;2017-03-11;sábado;1.71;4.96;3.49
905;3;15;5;6;9;3;0;2; 20.03;1.79;25.49; 98.88;1.79;24.67;2;2017-03-11;sábado;3.53;2.09;3.24
906;3;15;6;31;18;18;0;1; 11.95;1.77;27.47; 27.58;1.79;26.33;2;2017-03-11;sábado;2.07;3.66;3.16
907;3;15;7;27;20;1;3;0; 66.53;1.79;25.66; 42.70;1.80;26.00;1;2017-03-12;domingo;1.99;3.98;3.17
908;3;15;8;35;36;22;3;1; 13.35;1.79;26.30; 19.30;1.79;26.63;1;2017-03-12;domingo;2.86;2.59;3.00
909;3;15;9;16;26;8;3;1; 23.88;1.79;26.21; 9.80;1.82;25.44;1;2017-03-12;domingo;1.82;4.69;3.25
910;3;15;10;28;37;4;0;0; 98.75;1.78;25.52; 20.53;1.80;24.76;3;2017-03-12;domingo;1.60;5.97;3.63
911;3;15;11;29;17;16;0;1; 49.08;1.79;25.41; 23.35;1.81;24.40;2;2017-03-12;domingo;1.79;4.84;3.31
912;3;15;12;5;33;23;2;1; 23.73;1.80;26.17; 17.20;1.80;25.72;1;2017-03-12;domingo;1.89;4.38;3.20
913;3;15;13;1;4;10;1;0; 11.33;1.80;27.51; 11.85;1.80;23.74;1;2017-03-13;lunes;2.32;3.30;3.00
914;3;15;14;12;23;19;1;1; 23.90;1.79;27.09; 14.93;1.80;26.73;3;2017-03-13;lunes;2.01;4.06;3.07
915;3;15;15;34;19;5;0;2; 23.35;1.78;25.29; 51.55;1.79;26.09;2;2017-04-19;miércoles;2.32;3.41;2.90
916;3;16;1;26;29;14;0;1; 9.80;1.82;25.44; 49.08;1.79;25.41;2;2017-03-17;viernes;3.51;2.20;3.03
917;3;16;2;37;12;19;0;2; 20.53;1.80;24.76; 23.90;1.79;27.09;2;2017-03-18;sábado;1.98;4.19;3.10
918;3;16;3;21;38;16;3;0; 28.08;1.79;25.83; 33.00;1.79;24.96;1;2017-03-18;sábado;1.85;4.50;3.20
919;3;16;4;36;16;24;0;1; 19.30;1.79;26.63; 23.88;1.79;26.21;2;2017-03-18;sábado;2.16;3.52;3.11
920;3;16;5;19;31;1;0;0; 51.55;1.79;26.09; 11.95;1.77;27.47;3;2017-03-18;sábado;1.52;6.89;3.78
921;3;16;6;18;14;4;2;0; 27.58;1.79;26.33; 25.75;1.79;24.89;1;2017-03-18;sábado;2.93;2.57;2.91
922;3;16;7;8;27;5;2;0; 21.53;1.81;25.91; 66.53;1.79;25.66;1;2017-03-19;domingo;3.48;2.21;3.03
923;3;16;8;33;35;7;2;1; 17.20;1.80;25.72; 13.35;1.79;26.30;1;2017-03-19;domingo;2.17;3.75;2.94
924;3;16;9;17;30;11;2;0; 23.35;1.81;24.40; 61.58;1.78;25.82;1;2017-03-19;domingo;2.87;2.52;3.05
925;3;16;10;15;24;8;1;0; 49.48;1.79;25.33; 8.38;1.81;27.91;1;2017-03-19;domingo;1.57;6.50;3.62
926;3;16;11;23;6;2;1;0; 14.93;1.80;26.73; 20.03;1.79;25.49;1;2017-03-19;domingo;2.40;3.17;2.98
927;3;16;12;9;34;4;1;2; 98.88;1.79;24.67; 23.35;1.78;25.29;2;2017-03-19;domingo;1.54;6.45;3.75
928;3;16;13;3;4;21;1;2; 14.25;1.78;26.21; 11.85;1.80;23.74;2;2017-03-20;lunes;2.96;2.53;2.97
929;3;16;14;5;1;23;0;0; 23.73;1.80;26.17; 11.33;1.80;27.51;3;2017-03-20;lunes;1.84;4.60;3.26
930;3;16;15;20;28;9;1;3; 42.70;1.80;26.00; 98.75;1.78;25.52;2;2017-03-21;martes;2.38;3.11;3.06
931;3;17;1;24;21;13;1;1; 8.38;1.81;27.91; 28.08;1.79;25.83;3;2017-03-24;viernes;2.94;2.55;2.96
932;3;17;2;6;37;3;3;1; 20.03;1.79;25.49; 20.53;1.80;24.76;1;2017-03-25;sábado;2.15;3.67;3.01
933;3;17;3;29;36;16;1;0; 49.08;1.79;25.41; 19.30;1.79;26.63;1;2017-03-25;sábado;1.89;4.22;3.29
934;3;17;4;30;26;4;3;0; 61.58;1.78;25.82; 9.80;1.82;25.44;1;2017-03-25;sábado;1.56;5.92;3.86
935;3;17;5;16;33;8;1;0; 23.88;1.79;26.21; 17.20;1.80;25.72;1;2017-03-25;sábado;1.87;4.51;3.21
936;3;17;6;27;17;1;2;1; 66.53;1.79;25.66; 23.35;1.81;24.40;1;2017-03-25;sábado;1.64;5.61;3.57
937;3;17;7;4;15;15;2;2; 11.85;1.80;23.74; 49.48;1.79;25.33;3;2017-03-25;sábado;2.77;2.68;3.04
938;3;17;8;12;20;19;1;0; 23.90;1.79;27.09; 42.70;1.80;26.00;1;2017-03-26;domingo;2.89;2.56;3.00
939;3;17;9;31;9;18;1;2; 11.95;1.77;27.47; 98.88;1.79;24.67;2;2017-03-26;domingo;5.02;1.66;3.71
940;3;17;10;35;5;22;2;2; 13.35;1.79;26.30; 23.73;1.80;26.17;3;2017-03-26;domingo;2.77;2.73;2.92
941;3;17;11;28;8;4;2;1; 98.75;1.78;25.52; 21.53;1.81;25.91;1;2017-03-26;domingo;1.57;6.00;3.80
942;3;17;12;1;3;10;2;1; 11.33;1.80;27.51; 14.25;1.78;26.21;1;2017-03-26;domingo;1.84;4.51;3.32
943;3;17;13;38;18;4;1;1; 33.00;1.79;24.96; 27.58;1.79;26.33;3;2017-03-27;lunes;2.02;3.92;3.10
944;3;17;14;34;23;5;1;0; 23.35;1.78;25.29; 14.93;1.80;26.73;1;2017-03-27;lunes;1.65;6.09;3.32
945;3;17;15;14;19;6;1;2; 25.75;1.79;24.89; 51.55;1.79;26.09;2;2017-06-15;jueves;2.55;3.02;2.88
946;3;18;1;5;16;23;0;1; 23.73;1.80;26.17; 23.88;1.79;26.21;2;2017-03-31;viernes;2.11;3.69;3.07
947;3;18;2;19;38;1;1;1; 51.55;1.79;26.09; 33.00;1.79;24.96;3;2017-03-31;viernes;1.67;5.54;3.45
948;3;18;3;21;4;16;1;0; 28.08;1.79;25.83; 11.85;1.80;23.74;1;2017-04-01;sábado;1.79;4.77;3.34
949;3;18;4;35;1;22;1;0; 13.35;1.79;26.30; 11.33;1.80;27.51;1;2017-04-01;sábado;2.40;3.15;2.97
950;3;18;5;26;27;14;2;3; 9.80;1.82;25.44; 66.53;1.79;25.66;2;2017-04-01;sábado;4.90;1.76;3.35
951;3;18;6;8;12;5;0;1; 21.53;1.81;25.91; 23.90;1.79;27.09;2;2017-04-01;sábado;2.10;3.78;3.05
952;3;18;7;9;14;4;1;0; 98.88;1.79;24.67; 25.75;1.79;24.89;1;2017-04-01;sábado;1.64;5.36;3.65
953;3;18;8;15;3;8;2;0; 49.48;1.79;25.33; 14.25;1.78;26.21;1;2017-04-02;domingo;1.41;7.91;4.21
954;3;18;9;20;6;9;4;2; 42.70;1.80;26.00; 20.03;1.79;25.49;1;2017-04-02;domingo;1.90;4.33;3.19
955;3;18;10;33;29;7;2;2; 17.20;1.80;25.72; 49.08;1.79;25.41;3;2017-04-02;domingo;3.21;2.40;2.94
956;3;18;11;36;30;24;4;3; 19.30;1.79;26.63; 61.58;1.78;25.82;1;2017-04-02;domingo;2.67;2.61;3.22
957;3;18;12;18;24;4;0;0; 27.58;1.79;26.33; 8.38;1.81;27.91;3;2017-04-02;domingo;2.03;3.82;3.18
958;3;18;13;17;28;11;1;2; 23.35;1.81;24.40; 98.75;1.78;25.52;2;2017-04-02;domingo;3.75;2.05;3.19
959;3;18;14;23;31;2;0;0; 14.93;1.80;26.73; 11.95;1.77;27.47;3;2017-04-03;lunes;1.77;4.91;3.35
960;3;18;15;37;34;19;4;2; 20.53;1.80;24.76; 23.35;1.78;25.29;1;2017-04-03;lunes;2.62;2.96;2.87
961;3;19;1;1;15;10;1;4; 11.33;1.80;27.51; 49.48;1.79;25.33;2;2017-04-07;viernes;2.83;2.63;2.98
962;3;19;2;12;17;19;1;0; 23.90;1.79;27.09; 23.35;1.81;24.40;1;2017-04-07;viernes;1.72;5.00;3.51
963;3;19;3;29;5;16;2;1; 49.08;1.79;25.41; 23.73;1.80;26.17;1;2017-04-07;viernes;1.76;4.86;3.38
964;3;19;4;3;21;21;0;1; 14.25;1.78;26.21; 28.08;1.79;25.83;2;2017-04-08;sábado;3.67;2.09;3.15
965;3;19;5;30;33;4;1;0; 61.58;1.78;25.82; 17.20;1.80;25.72;1;2017-04-08;sábado;1.57;5.76;3.83
966;3;19;6;4;18;15;1;1; 11.85;1.80;23.74; 27.58;1.79;26.33;3;2017-04-08;sábado;1.84;4.66;3.23
967;3;19;7;34;20;5;3;1; 23.35;1.78;25.29; 42.70;1.80;26.00;1;2017-04-08;sábado;2.35;3.23;2.99
968;3;19;8;6;8;3;2;0; 20.03;1.79;25.49; 21.53;1.81;25.91;1;2017-04-09;domingo;2.00;3.98;3.16
969;3;19;9;24;19;13;0;5; 8.38;1.81;27.91; 51.55;1.79;26.09;2;2017-04-09;domingo;3.39;2.25;3.02
970;3;19;10;31;37;18;0;0; 11.95;1.77;27.47; 20.53;1.80;24.76;3;2017-04-09;domingo;2.75;2.68;3.00
971;3;19;11;28;26;4;2;0; 98.75;1.78;25.52; 9.80;1.82;25.44;1;2017-04-09;domingo;1.29;10.28;5.14
972;3;19;12;38;9;4;1;3; 33.00;1.79;24.96; 98.88;1.79;24.67;2;2017-04-09;domingo;4.23;1.85;3.44
973;3;19;13;14;23;6;1;1; 25.75;1.79;24.89; 14.93;1.80;26.73;3;2017-04-10;lunes;1.62;6.21;3.43
974;3;19;14;16;35;8;1;1; 23.88;1.79;26.21; 13.35;1.79;26.30;3;2017-04-10;lunes;1.69;5.40;3.38
975;3;19;15;27;36;1;4;1; 66.53;1.79;25.66; 19.30;1.79;26.63;1;2017-04-19;miércoles;1.51;4.86;4.86
976;3;20;1;18;3;4;1;2; 27.58;1.79;26.33; 14.25;1.78;26.21;2;2017-04-14;viernes;1.72;5.04;3.48
977;3;20;2;20;31;9;0;0; 42.70;1.80;26.00; 11.95;1.77;27.47;3;2017-04-14;viernes;1.45;7.36;4.09
978;3;20;3;21;15;16;0;0; 28.08;1.79;25.83; 49.48;1.79;25.33;3;2017-04-15;sábado;2.07;3.79;3.11
979;3;20;4;8;34;5;1;1; 21.53;1.81;25.91; 23.35;1.78;25.29;3;2017-04-15;sábado;3.04;2.55;2.89
980;3;20;5;19;4;1;1;1; 51.55;1.79;26.09; 11.85;1.80;23.74;3;2017-04-15;sábado;1.60;5.98;3.63
981;3;20;6;23;38;2;0;1; 14.93;1.80;26.73; 33.00;1.79;24.96;2;2017-04-15;sábado;2.22;3.47;3.03
982;3;20;7;33;27;7;1;2; 17.20;1.80;25.72; 66.53;1.79;25.66;2;2017-04-15;sábado;3.65;2.02;3.35
983;3;20;8;17;6;11;3;1; 23.35;1.81;24.40; 20.03;1.79;25.49;1;2017-04-16;domingo;2.50;2.92;3.07
984;3;20;9;5;30;23;1;0; 23.73;1.80;26.17; 61.58;1.78;25.82;1;2017-04-16;domingo;2.67;2.69;3.09
985;3;20;10;26;12;14;0;1; 9.80;1.82;25.44; 23.90;1.79;27.09;2;2017-04-16;domingo;3.04;2.48;2.95
986;3;20;11;9;24;4;1;1; 98.88;1.79;24.67; 8.38;1.81;27.91;3;2017-04-16;domingo;1.30;10.25;4.95
987;3;20;12;36;28;24;0;2; 19.30;1.79;26.63; 98.75;1.78;25.52;2;2017-04-16;domingo;3.34;2.10;3.41
988;3;20;13;37;14;19;0;2; 20.53;1.80;24.76; 25.75;1.79;24.89;2;2017-04-16;domingo;2.45;3.09;2.97
989;3;20;14;35;29;22;1;2; 13.35;1.79;26.30; 49.08;1.79;25.41;2;2017-04-17;lunes;3.27;2.31;3.03
990;3;20;15;16;1;8;1;0; 23.88;1.79;26.21; 11.33;1.80;27.51;1;2017-04-17;lunes;1.91;4.35;3.17
991;3;21;1;30;35;4;0;1; 61.58;1.78;25.82; 13.35;1.79;26.30;2;2017-04-21;viernes;1.48;6.90;4.01
992;3;21;2;1;21;10;0;3; 11.33;1.80;27.51; 28.08;1.79;25.83;2;2017-04-22;sábado;3.03;2.46;3.01
993;3;21;3;27;5;1;4;3; 66.53;1.79;25.66; 23.73;1.80;26.17;1;2017-04-22;sábado;1.49;6.70;4.01
994;3;21;4;14;20;6;1;0; 25.75;1.79;24.89; 42.70;1.80;26.00;1;2017-04-22;sábado;2.04;3.99;3.07
995;3;21;5;6;26;3;2;0; 20.03;1.79;25.49; 9.80;1.82;25.44;1;2017-04-22;sábado;1.61;5.60;3.68
996;3;21;6;38;37;4;2;1; 33.00;1.79;24.96; 20.53;1.80;24.76;1;2017-04-22;sábado;2.24;3.47;2.99
997;3;21;7;29;16;16;2;1; 49.08;1.79;25.41; 23.88;1.79;26.21;1;2017-04-22;sábado;1.88;4.54;3.17
998;3;21;8;15;18;8;1;1; 49.48;1.79;25.33; 27.58;1.79;26.33;3;2017-04-23;domingo;1.55;6.65;3.68
999;3;21;9;4;9;15;0;0; 11.85;1.80;23.74; 98.88;1.79;24.67;3;2017-04-23;domingo;3.79;1.97;3.33
1000;3;21;10;31;8;18;2;1; 11.95;1.77;27.47; 21.53;1.81;25.91;1;2017-04-23;domingo;2.52;3.09;2.87
1001;3;21;11;28;33;4;1;1; 98.75;1.78;25.52; 17.20;1.80;25.72;3;2017-04-23;domingo;1.31;9.34;5.02
1002;3;21;12;34;17;5;1;0; 23.35;1.78;25.29; 23.35;1.81;24.40;1;2017-04-23;domingo;1.61;6.02;3.53
1003;3;21;13;3;19;21;0;2; 14.25;1.78;26.21; 51.55;1.79;26.09;2;2017-04-23;domingo;4.66;1.79;3.36
1004;3;21;14;24;23;13;3;4; 8.38;1.81;27.91; 14.93;1.80;26.73;2;2017-04-24;lunes;2.07;3.88;3.05
